DBID	Name	Group
DB14253	Avena sativa flowering top	approved, experimental
DB14254	Aloe vera flower	approved, experimental
DB14255	Angelica dahurica root	experimental
DB14256	Centella asiatica	approved, experimental, investigational
DB14257	Aloe ferox leaf	approved, experimental
DB14258	Elm	approved, experimental
DB14259	Eucommia ulmoides bark	experimental
DB14260	Stypocaulon scoparium	experimental
DB14261	Panax ginseng fruit	experimental
DB14262	Bird pepper	approved, experimental
DB14263	Calendula officinalis flower	approved, experimental
DB14264	Maclura tricuspidata whole	experimental
DB14265	Momordica charantia fruit	experimental
DB14266	Tribulus terrestris root	experimental
DB14267	Rumex crispus whole	approved, experimental
DB14268	Swertia japonica whole flowering	experimental
DB14269	Nardostachys chinensis whole	experimental
DB14270	Simmondsia chinensis seed	experimental
DB14271	Morus alba root bark	experimental
DB14272	Rosemary	experimental
DB14273	Ocimum tenuiflorum top	approved, experimental
DB14274	Salix alba bark	approved, experimental
DB14275	Indian frankincense	approved, experimental, investigational
DB14276	Turmeric	approved, experimental, investigational
DB14277	Tripterygium wilfordii whole	experimental
DB14278	Carthamus tinctorius flower bud	approved, experimental
DB14279	Corydalis ambigua tuber	approved, experimental
DB14280	Lonicera caprifolium flower	approved, experimental
DB14281	Lagerstroemia indica whole	experimental
DB14282	Phellinus linteus mycelium	experimental
DB14283	Angelica archangelica root	approved, experimental
DB14284	Panax ginseng whole	experimental
DB14285	Ginkgo biloba leaf oil	experimental
DB14286	Panax ginseng root oil	experimental
DB14287	Trametes versicolor fruiting body	experimental
DB14288	Kaempferia galanga root	approved, experimental
DB14289	Larix sibirica wood	approved, experimental
DB14290	Rehmannia glutinosa root	experimental
DB14291	Wormwood	approved, experimental
DB14292	Acorus calamus root	experimental
DB14293	Eutrema japonicum whole	experimental
DB14294	Styphnolobium japonicum flower bud	experimental
DB14295	Reynoutria multiflora root	experimental
DB14296	Panax quinquefolius whole	experimental, investigational
DB14297	Arnica montana	experimental, investigational
DB14298	Gambir	experimental
DB14299	Mucuna pruriens seed	experimental
DB14300	Erythroxylum catuaba bark	experimental
DB14301	Epimedium grandiflorum top	experimental
DB14302	Turnera diffusa leaf	experimental
DB14303	Eleuthero	approved, experimental
DB14304	Panax notoginseng root	experimental, investigational
DB14305	Tribulus terrestris fruit	experimental
DB14306	Juglans regia shell	experimental
DB14307	Green tea leaf	experimental, investigational
DB14308	Camellia japonica seed oil	experimental
DB14309	Meadowfoam seed oil	experimental
DB14310	Argan oil	experimental
DB14311	Shea butter	experimental
DB14312	Glycyrrhiza glabra	approved, experimental
DB14313	Lawsonia inermis leaf	experimental
DB14314	Indigofera tinctoria leaf	experimental
DB14315	Calendula officinalis whole	experimental
DB14316	Tangerine peel	experimental
DB14317	Pomegranate	experimental, investigational
DB14318	Macadamia seed oil glycereth-8 esters	experimental
DB14319	Magnolia kobus flowering top	experimental
DB14320	Eucalyptus globulus leaf	approved, experimental
DB14321	Bambusa vulgaris top	experimental
DB14322	Coconut oil	experimental
DB14323	Grape seed oil	experimental
DB14324	Apricot kernel oil	approved, experimental
DB14325	Schisandra chinensis fruit	experimental
DB14326	Amber	experimental
DB14327	Purslane	approved, experimental
DB14328	Chamaemelum nobile flower	experimental
DB14329	Sunflower oil	experimental, investigational
DB14330	Macadamia oil	experimental
DB14331	Heterotheca inuloides flower	approved, experimental
DB14332	Inonotus obliquus fruiting body	approved, experimental
DB14333	Nelumbo nucifera flower	approved, experimental
DB14334	Hydrogenated coconut oil	experimental
DB14335	Bergamot oil	experimental
DB14336	Angelica sinensis root	experimental
DB14337	Salvia miltiorrhiza root	experimental
DB14338	Atractylodes lancea root oil	approved, experimental
DB14339	Scutellaria lateriflora	approved, experimental
DB14340	Prunus armeniaca seed	experimental
DB14341	Chamaecyparis obtusa wood oil	experimental
DB14342	Taraxacum officinale leaf	experimental
DB14343	Arnica montana flower	approved, experimental
DB14344	Lonicera confusa flower	experimental
DB14345	Forsythia suspensa fruit	experimental
DB14346	Mentha arvensis top	experimental
DB14347	Platycodon grandiflorus root	experimental
DB14348	Citrus junos fruit	experimental
DB14349	Equisetum arvense top	approved, experimental
DB14350	Inula helenium root	approved, experimental
DB14351	Usnea barbata	approved, experimental
DB14352	Azadirachta indica leaf	approved, experimental
DB14353	Zanthoxylum clava-herculis whole	approved, experimental
DB14354	Salix alba bark volatile oil	experimental
DB14355	Apple fruit oil	experimental
DB14356	Platycodon grandiflorus leaf	experimental
DB14357	Chamomile	approved, experimental, investigational
DB14358	Tribulus terrestris	experimental
DB14359	Tremella fuciformis whole	experimental
DB14360	Saw palmetto	approved, experimental, investigational
DB14361	Rice bran	approved, experimental
DB14362	Moringa oleifera leaf	experimental
DB14363	Rosa centifolia flower oil	experimental
DB14364	Scutellaria baicalensis root	experimental
DB14365	Garcinia gummi-gutta fruit	experimental
DB14366	Ilex paraguariensis leaf	experimental
DB14367	Chondrus crispus	experimental
DB14368	Capsicum annuum whole	experimental
DB14369	Typhonium giganteum whole	experimental
DB14370	Phellodendron amurense bark	experimental
DB14371	Mangostin	experimental
DB14372	Melaleuca alternifolia leaf	experimental
DB14373	Quercus acutissima whole	experimental
DB14374	Pumice	experimental
DB14375	Milk thistle	approved, experimental, investigational
DB14376	Chicory leaf	experimental
DB14377	Palm oil	experimental
DB14378	Camphor leaf oil	experimental
DB14379	Zanthoxylum clava-herculis bark	experimental
DB14382	Influenza A virus A/California/7/2009 (H1N1)-like hemagglutinin antigen (formaldehyde inactivated)	approved
DB14383	Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14384	Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14385	Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (formaldehyde inactivated)	approved, investigational
DB14386	Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14387	Influenza B virus B/Texas/6/2011 hemagglutinin antigen (formaldehyde inactivated)	approved
DB14388	Bordetella pertussis toxoid antigen (formaldehyde inactivated)	approved
DB14389	Influenza A virus A/Texas/50/2012 X-223A (H3N2) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14390	Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (formaldehyde inactivated)	approved
DB14391	Influenza A virus A/Christchurch/16/2010 NIB-74 (H1N1) hemagglutinin antigen (propiolactone inactivated)	approved
DB14392	Influenza A virus A/Texas/50/2012 X-223 (H3N2) hemagglutinin antigen (propiolactone inactivated)	approved
DB14393	Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (propiolactone inactivated)	approved
DB14394	Influenza A virus A/California/7/2009 (H1N1) live (attenuated) antigen	approved
DB14395	Influenza A virus A/Victoria/361/2011 (H3N2) live (attenuated) antigen	approved
DB14396	Influenza B virus B/Wisconsin/1/2010 live (attenuated) antigen	approved
DB14397	Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (formaldehyde inactivated)	approved
DB14398	Influenza A virus A/Brisbane/10/2010 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14399	Influenza A virus A/Texas/50/2012 X-223A (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14400	Influenza B virus B/Massachusetts/2/2012 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14401	Influenza B virus B/Massachusetts/2/2012 BX-51B hemagglutinin antigen (propiolactone inactivated)	approved
DB14402	Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (propiolactone inactivated)	approved
DB14403	Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (propiolactone inactivated)	approved
DB14404	Influenza A virus A/California/7/2009 X-181 (H1N1) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14405	Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14406	Influenza B virus B/Brisbane/9/2014 hemagglutinin antigen (formaldehyde inactivated)	approved
DB14407	Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (formaldehyde inactivated)	approved
DB14408	Influenza A virus A/South Australia/55/2014 IVR-175 (H3N2) hemagglutinin antigen (propiolactone inactivated)	approved
DB14409	Human adenovirus e serotype 4 strain cl-68578 antigen	approved
DB14410	Human adenovirus b serotype 7	approved
DB14411	Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) hemagglutinin antigen (propiolactone inactivated)	approved
DB14412	Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 hemagglutinin antigen (propiolactone inactivated)	approved
DB14413	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14414	Influenza A virus A/California/7/2009 X-179A (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14415	Influenza A virus A/Switzerland/9715293/2013 NIB-88 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14416	Influenza B virus B/Phuket/3073/2013 hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14417	Influenza A virus A/Hong Kong/4801/2014 (H3N2) recombinant hemagglutinin antigen	approved
DB14418	Influenza B virus B/Brisbane/60/2008 recombinant hemagglutinin antigen	approved
DB14419	Influenza A virus A/Christchurch/16/2010 NIB-74XP (H1N1) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14420	Influenza A virus A/South Australia/55/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14421	Influenza B virus B/Utah/9/2014 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14422	Influenza A virus A/Michigan/45/2015 X-275 (H1N1) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14423	Influenza A virus A/Michigan/45/2015 (H1N1) recombinant hemagglutinin antigen	approved
DB14424	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (propiolactone inactivated)	approved
DB14425	Influenza A virus A/Slovenia/2903/2015 (H1N1) live (attenuated) antigen	approved
DB14426	Influenza A virus A/New caledonia/71/2014 (H3N2) live (attenuated) antigen	approved
DB14427	Neisseria meningitidis group a capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved
DB14428	Neisseria meningitidis group c capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved
DB14429	Neisseria meningitidis group w-135 capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved
DB14430	Neisseria meningitidis group y capsular oligosaccharide diphtheria crm197 protein conjugate antigen	approved
DB14431	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (propiolactone inactivated)	approved
DB14432	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (formaldehyde inactivated)	approved
DB14433	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14434	Influenza A virus A/Singapore/gp2050/2015 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14435	Influenza B virus B/Hong Kong/259/2010 hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14436	Influenza A virus A/Hong Kong/4801/2014 (H3N2) hemagglutinin antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14437	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14438	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14439	Influenza B virus B/Brisbane/60/2008 hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14440	Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) hemagglutinin antigen (propiolactone inactivated)	approved
DB14441	Influenza B virus B/Brisbane/46/2015 hemagglutinin antigen (propiolactone inactivated)	approved
DB14442	Influenza B virus B/Phuket/3073/2013 BVR-1B hemagglutinin antigen (propiolactone inactivated)	approved
DB14443	Vibrio cholerae CVD 103-HgR strain live antigen	approved, investigational
DB14444	Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated)	approved
DB14445	Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (formaldehyde inactivated)	approved
DB14446	Influenza A virus A/South Dakota/6/2007 (H1N1) live (attenuated) antigen	approved
DB14447	Influenza A virus A/Uruguay/716/2007(H3N2) live (attenuated) antigen	approved
DB14449	Influenza A virus A/Perth/16/2009 (H3N2) live (attenuated) antigen	approved
DB14450	Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (formaldehyde inactivated)	approved
DB14451	Influenza B virus B/Texas/6/2011 antigen (formaldehyde inactivated)	approved
DB14452	Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (formaldehyde inactivated)	approved
DB14453	Influenza B virus B/Massachusetts/2/2012 antigen (formaldehyde inactivated)	approved
DB14454	Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (formaldehyde inactivated)	approved
DB14455	Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (formaldehyde inactivated)	approved
DB14456	Influenza B virus B/Brisbane/9/2014 antigen (formaldehyde inactivated)	approved
DB14457	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (formaldehyde inactivated)	approved
DB14458	Influenza A virus A/Michigan/45/2015 X-275 (H1N1) antigen (formaldehyde inactivated)	approved
DB14459	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (propiolactone inactivated)	approved
DB14460	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (propiolactone inactivated)	approved
DB14461	Influenza A virus A/Singapore/gp1908/2015 IVR-180 (H1N1) antigen (formaldehyde inactivated)	approved
DB14462	Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14463	Influenza A virus A/Singapore/GP2050/2015 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14464	Influenza B virus B/Hong Kong/259/2010 antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14465	Influenza A virus A/Hong Kong/4801/2014 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14466	Influenza A virus A/Singapore/GP1908/2015 IVR-180 (H1N1) antigen (UV, formaldehyde inactivated)	approved
DB14467	Influenza A virus A/Hong Kong/4801/2014 X-263B (H3N2) antigen (UV, formaldehyde inactivated)	approved
DB14468	Influenza A virus A/Singapore/GP1908/2015 IVR-180A (H1N1) antigen (propiolactone inactivated)	approved
DB14469	Influenza B virus B/Brisbane/46/2015 antigen (propiolactone inactivated)	approved
DB14470	Influenza B virus B/Phuket/3073/2013 BVR-1B antigen (propiolactone inactivated)	approved
DB14471	2-Ethylhexyl 4-phenylbenzophenone-2'-carboxylate	experimental
DB14472	Insulin-like growth factor II	experimental
DB14473	Beroctocog alfa	approved, investigational
DB14474	Sorbitan	experimental
DB14475	L-Lactic acid	approved, experimental
DB14476	DL-alpha-Tocopherol	approved, experimental, investigational
DB14477	DL-alpha tocopheryl acetate	approved, experimental
DB14478	Povidone K30	approved, experimental
DB14479	Acetylcysteine zinc	experimental
DB14480	Acetylcysteine amide	experimental
DB14481	Calcium phosphate dihydrate	approved
DB14482	Sodium ascorbate	approved, nutraceutical
DB14483	Calcium ascorbate	approved, nutraceutical
DB14484	Magnesium ascorbate	approved, nutraceutical
DB14485	Zinc ascorbate	approved, nutraceutical
DB14486	Niacinamide ascorbate	approved, nutraceutical
DB14487	Zinc acetate	approved, investigational
DB14488	Ferrous gluconate	approved
DB14489	Ferrous succinate	approved
DB14490	Ferrous ascorbate	approved
DB14491	Ferrous fumarate	approved
DB14492	Potassium triiodide	experimental
DB14493	Zinc glycinate	experimental
DB14494	Zinc carbonate	experimental
DB14495	Manganese citrate	approved, experimental
DB14496	Sodium molybdate	approved, experimental
DB14497	Calcium magnesium potassium carbonate chloride hydroxide	experimental
DB14498	Potassium acetate	approved, investigational
DB14499	Potassium sulfate	approved, investigational
DB14500	Potassium	approved, experimental
DB14501	Ferrous glycine sulfate	approved
DB14502	Sodium phosphate, dibasic	approved
DB14503	Sodium phosphate, monobasic, unspecified form	approved
DB14504	Sodium phosphate, dibasic, unspecified form	approved, experimental
DB14505	Sodium borate	approved, experimental
DB14506	Lithium hydroxide	approved, withdrawn
DB14507	Lithium citrate	approved
DB14508	Lithium succinate	experimental
DB14509	Lithium carbonate	approved
DB14510	Ferrous cation	experimental
DB14511	Acetate	experimental
DB14512	Mometasone furoate	approved, investigational, vet_approved
DB14513	Magnesium	approved, experimental, investigational
DB14514	Magnesium levulinate	nutraceutical
DB14515	Magnesium lactate	nutraceutical
DB14516	Sodium cation	experimental
DB14517	Aluminium phosphate	approved, investigational
DB14518	Aluminum acetate	approved, investigational
DB14519	Aluminum cation	experimental
DB14520	Tetraferric tricitrate decahydrate	approved
DB14521	Silver cation	experimental
DB14522	Hydroxide ion	experimental
DB14523	Phosphate ion	experimental
DB14524	Gallium cation	experimental
DB14525	Chromic cation	experimental
DB14526	Chromic citrate	experimental
DB14527	Chromic nitrate	approved
DB14528	Chromium gluconate	approved
DB14529	Chromium nicotinate	approved, experimental
DB14530	Chromous sulfate	approved
DB14531	Carbonate ion	experimental
DB14532	Zinc cation	experimental
DB14533	Zinc chloride	approved, investigational
DB14534	Gold cation (1+)	experimental
DB14535	Indium cation In-111	experimental
DB14536	Strontium cation Sr-89	experimental
DB14537	Chromate ion Cr-51	experimental
DB14538	Hydrocortisone aceponate	experimental, vet_approved
DB14539	Hydrocortisone acetate	approved, vet_approved
DB14540	Hydrocortisone butyrate	approved, vet_approved
DB14541	Hydrocortisone cypionate	approved, investigational, vet_approved
DB14542	Hydrocortisone phosphate	approved, vet_approved
DB14543	Hydrocortisone probutate	approved, vet_approved
DB14544	Hydrocortisone valerate	approved, vet_approved
DB14545	Hydrocortisone succinate	approved
DB14546	Sulfate ion	experimental, investigational
DB14547	Chloride ion	experimental
DB14548	Zinc sulfate, unspecified form	approved, experimental
DB14549	Gallium cation Ga-67	experimental
DB14550	Gallium chloride Ga-67	approved
DB14551	Phosphorus P-32	experimental
DB14552	Cupric cation	experimental
DB14553	Borate ion	experimental
DB14554	Dotatate	approved, experimental
DB14555	Ursadiol	experimental
DB14556	Peracetic acid	experimental
DB14557	Ethylhexylglycerin	experimental
DB14558	Influenza A virus A/Singapore/INFIMH-16-0019/2016 NIB-104 (H3N2) antigen (formaldehyde inactivated)	approved
DB14559	Influenza B virus B/Maryland/15/2016 BX-69A antigen (formaldehyde inactivated)	approved
DB14560	Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (UV, formaldehyde inactivated)	approved
DB14561	Influenza B virus B/Maryland/15/2016 BX-69A antigen (UV, formaldehyde inactivated)	approved
DB14562	Andexanet alfa	approved, investigational
DB14563	Magnolia kobus bark	experimental
DB14564	Kale	experimental
DB14565	Sophora flavescens root	experimental
DB14566	Lavender oil	approved, experimental
DB14567	Brown iron oxide	approved, experimental
DB14568	Ivosidenib	approved, investigational
DB14569	Tedizolid	approved, investigational
DB14570	Hydroxyprogesterone	experimental
DB14571	Radium Ra-223 cation	experimental
DB14572	Bismuth cation	experimental
DB14573	Phosphate ion P-32	experimental
DB14574	Cobalt	approved, experimental
DB14575	Eslicarbazepine	approved
DB14576	Thallous cation Tl-201	experimental
DB14577	Calcium cation	experimental
DB14578	Gadolinium cation (3+)	experimental
DB14579	Lanthanum III cation	experimental
DB14580	Lecanemab	investigational
DB14581	CPI-1205	investigational
DB14582	Patisiran	approved, investigational
DB14583	Segesterone acetate	approved, experimental, investigational
DB14584	Segesterone	experimental
DB14585	Plantago ovata seed	approved, experimental, investigational
DB14586	Citrus bioflavonoids	approved, experimental
DB14587	Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (formaldehyde inactivated)	approved
DB14588	Bambusa arundinacea stem	experimental
DB14589	Caprylyl glycol	experimental
DB14590	Anemarrhena asphodeloides root	experimental
DB14591	Influenza B virus B/Maryland/15/2016 antigen (formaldehyde inactivated)	approved
DB14592	Influenza A virus A/Singapore/INFIMH-16-0019/2016 IVR-186 (H3N2) antigen (propiolactone inactivated)	approved
DB14593	Influenza B virus B/Maryland/15/2016 antigen (propiolactone inactivated)	approved
DB14594	Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) recombinant hemagglutinin antigen	approved
DB14595	Influenza B virus B/Maryland/15/2016 recombinant hemagglutinin antigen	approved
DB00873	Loteprednol	approved, experimental
DB14597	Lanadelumab	approved, investigational
DB14598	Edetate calcium disodium anhydrous	approved
DB14599	Edetate copper disodium	experimental
DB14600	Edetate disodium anhydrous	approved, vet_approved
DB14601	Barley malt syrup	approved
DB14602	Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (UV, formaldehyde inactivated)	approved
DB14603	Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (UV, formaldehyde inactivated)	approved
DB14604	Influenza A virus A/Texas/50/2012 X-223A (H3N2) antigen (UV, formaldehyde inactivated)	approved
DB14605	Influenza B virus B/Massachusetts/2/2012 BX-51B antigen (UV, formaldehyde inactivated)	approved
DB14606	Influenza A virus A/Texas/50/2012 (H3N2) live (attenuated) antigen	approved
DB14607	Influenza B virus B/Massachusetts/2/2012 live (attenuated) antigen	approved
DB14608	Influenza A virus A/Victoria/361/2011 IVR-165 (H3N2) antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14609	Influenza B virus B/Wisconsin/1/2010) antigen (MDCK cell derived, propiolactone inactivated)	approved
DB14610	Influenza B virus B/Hubei-Wujiagang/158/2009 BX-39 antigen (formaldehyde inactivated)	approved
DB14611	Influenza A virus A/Victoria/210/2009 X-187 (H3N2) antigen (UV, formaldehyde inactivated)	approved
DB14612	Influenza A virus A/California/7/2009 X-181 (H1N1) antigen (UV, formaldehyde inactivated)	approved
DB14613	Serum, horse	approved
DB14614	Influenza A virus A/Victoria/210/2009 X-187 (H3N2) hemagglutinin antigen (UV, formaldehyde inactivated)	approved
DB14615	Influenza A virus A/Uruguay/716/2007(H3N2) antigen (formaldehyde inactivated)	approved
DB14616	Influenza A virus A/Brisbane/59/2007 (H1N1) antigen (formaldehyde inactivated)	approved
DB14617	Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (formaldehyde inactivated)	approved, investigational
DB14618	Influenza A virus A/Brisbane/59/2007 (H1N1) hemagglutinin antigen (formaldehyde inactivated)	approved, investigational
DB14619	Influenza A virus A/Uruguay/716/2007(H3N2) antigen (propiolactone inactivated)	approved
DB14620	Influenza A virus A/Brisbane/59/2007(H1N1) antigen (propiolactone inactivated)	approved
DB14622	Sodium phosphate tribasic dodecahydrate	experimental
DB14623	Acetyl chloride	experimental
DB14624	Nandrolone hydrogen sulfate	experimental, investigational
DB14625	Meprednisone acetate	experimental
DB14626	Pregnenolone acetate	investigational
DB14627	Oxyphenisatin acetate	approved, investigational, withdrawn
DB14628	Pseudosaccharin chloride	experimental
DB14629	Trifluoroethyl acetate	experimental
DB14630	Tyramine O-sulfate	experimental
DB14631	Prednisolone phosphate	approved, vet_approved
DB14632	Prednisolone tebutate	approved, vet_approved
DB14633	Prednisolone hemisuccinate	experimental
DB14634	Fluprednidene acetate	experimental
DB14635	Curcumin sulfate	experimental
DB14636	Triciribine phosphate	investigational
DB14637	Fluprednisolone acetate	experimental
DB14638	Diloxanide furoate	approved
DB14639	Boldenone undecylenate	illicit, vet_approved
DB14640	Isoflupredone acetate	vet_approved
DB14641	Estriol tripropionate	experimental
DB14642	Lypressin	approved
DB14643	Methylprednisolone aceponate	approved, vet_approved
DB14644	Methylprednisolone hemisuccinate	approved
DB14645	Nitrogen trichloride	experimental
DB14646	Prednisone acetate	approved, experimental, investigational
DB14647	Sulfur chloride	experimental
DB14648	Acetyl simvastatin	experimental
DB14649	Dexamethasone acetate	approved, investigational, vet_approved
DB14650	Menadiol diphosphate	approved, nutraceutical
DB14651	Perphenazine enanthate	experimental
DB14652	Clocortolone acetate	experimental
DB14653	Clocortolone caproate	experimental
DB14654	Bisoxatin acetate	experimental
DB14655	Drostanolone propionate	approved, illicit
DB14656	Chlorphenesin carbamate	approved, vet_approved, withdrawn
DB14657	Paramethasone acetate	approved
DB14658	Chloramphenicol palmitate	approved, vet_approved
DB14659	Melengestrol acetate	experimental
DB14660	Trenbolone acetate	vet_approved
DB14661	Loperamide oxide	experimental
DB14662	Flunisolide acetate	experimental
DB14663	Ribavirin monophosphate	experimental
DB14664	Difluocortolone pivalate	experimental
DB14665	Bornyl acetate	experimental
DB14666	Oleoyl chloride	experimental
DB14667	Phenyl hydrogen sulfate	experimental
DB14668	Dienestrol diacetate	experimental
DB14669	Betamethasone phosphate	approved, vet_approved
DB14670	Lauroyl chloride	experimental
DB14671	Temazepam acetate	experimental
DB14672	Oxazepam acetate	experimental
DB14673	Flurandrenolide acetate	experimental
DB14674	Estramustine phosphate	approved, investigational
DB14675	Temsavir	investigational
DB14676	Fagrocorat	experimental
DB14677	Gestonorone caproate	approved
DB14678	Norethindrone enanthate	experimental
DB14679	Quingestanol acetate	experimental
DB14680	Combretastatin A4	experimental
DB14681	Cortisone	experimental
DB14682	Dextrorphan	experimental
DB14683	Prezatide copper	experimental
DB14684	Calcium polycarbophil	approved
DB14685	Adenovirus type 7 vaccine live	approved
DB14686	Chamaecyparis obtusa leaf	experimental
DB14687	Centella asiatica leaf	experimental
DB14688	Sambucus nigra flower	experimental
DB14689	Rosemary oil	approved, experimental
DB14690	Ginger oil	approved, experimental
DB14691	Willow bark	approved, experimental
DB14692	Turmeric oil	approved, experimental
DB14693	Atractylodes lancea root	approved, experimental
DB14694	Beef liver	approved
DB14695	Ferric oxyhydroxide	experimental
DB14696	Influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) live (attenuated) antigen	approved
DB14697	Influenza B virus B/Colorado/06/2017 live (attenuated) antigen	approved
DB14698	Influenza A virus A/Brisbane/59/2007(H1N1) hemagglutinin antigen (UV,formaldehyde inactivated)	approved
DB14699	Influenza A virus A/Uruguay/716/2007(H3N2) hemagglutinin antigen (UV,formaldehyde inactivated)	approved
DB14700	Damoctocog alfa pegol	approved, investigational
DB14701	Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate	experimental
DB14702	Sodium metavanadate	approved, experimental
DB14703	Dexamethasone metasulfobenzoate	approved, experimental
DB14704	Ribitol	experimental
DB14705	Ceramide AP	experimental
DB14706	Ceramide NG	experimental
DB14707	Cemiplimab	approved, investigational
DB14708	Tosylchloramide	experimental
DB14709	Bean	approved
DB14710	Camponotus pennsylvanicus	approved
DB14711	Smallpox (Vaccinia) Vaccine, Live	approved
DB14712	Elapegademase	approved
DB14713	Inotersen	approved, investigational
DB14714	Tenivastatin	experimental
DB14715	Cinazepam	experimental
DB14716	Clonazolam	experimental
DB14717	Nitrazolam	experimental
DB14718	Pyrazolam	experimental
DB14719	Bentazepam	experimental
DB14720	Brovanexine	experimental
DB14721	MK-1454	investigational
DB14722	ADU-S100	investigational
DB14723	Larotrectinib	approved, investigational
DB14724	Emapalumab	approved, investigational
DB14725	Cefamandole nafate	approved
DB14726	Dabigatran	approved, investigational
DB14727	Riboflavin tetrabutyrate	experimental
DB14728	Mebenil	experimental
DB14729	Rebeccamycin	experimental
DB14730	Calaspargase pegol	approved
DB14731	Tagraxofusp	approved, investigational
DB14732	Queuine	experimental, nutraceutical
DB14733	Ceftobiprole medocaril	approved, experimental, investigational
DB14734	Cannabigerol	experimental
DB14735	Cannabichromene	experimental
